Year,State Census Code,State,Sector,Obs,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
2016,71,Arkansas,Priv. Manufacturing,357,153,8,8,4.9%,5.4%
2016,71,Arkansas,Priv. Construction,161,69,1,2,1.7%,2.3%
2016,93,California,Total,"13,786","16,007","2,550","2,795",15.9%,17.5%
2016,93,California,Public,"2,189","2,512","1,358","1,436",54.1%,57.2%
2016,93,California,Private,"11,597","13,495","1,191","1,359",8.8%,10.1%
2016,93,California,Priv. Manufacturing,"1,398","1,630",69,90,4.3%,5.5%
2016,93,California,Priv. Construction,720,857,158,168,18.4%,19.6%
2016,84,Colorado,Total,"2,073","2,440",238,263,9.8%,10.8%
2016,84,Colorado,Public,311,359,95,105,26.4%,29.3%
2016,84,Colorado,Private,"1,762","2,081",144,158,6.9%,7.6%
2016,84,Colorado,Priv. Manufacturing,130,154,19,19,12.1%,12.1%
2016,84,Colorado,Priv. Construction,140,168,20,22,12.1%,13.0%
2016,16,Connecticut,Total,"1,753","1,569",275,288,17.5%,18.4%
2016,16,Connecticut,Public,268,233,156,162,67.1%,69.4%
2016,16,Connecticut,Private,"1,485","1,336",119,127,8.9%,9.5%
2016,16,Connecticut,Priv. Manufacturing,224,200,20,24,10.1%,11.9%
2016,16,Connecticut,Priv. Construction,77,71,11,12,15.9%,16.9%
2016,51,Delaware,Total,"1,943",419,48,56,11.4%,13.3%
2016,51,Delaware,Public,287,60,27,29,45.0%,47.4%
2016,51,Delaware,Private,"1,656",359,21,27,5.8%,7.6%
2016,51,Delaware,Priv. Manufacturing,163,34,3,3,8.7%,8.7%
2016,51,Delaware,Priv. Construction,125,27,4,6,16.5%,21.3%
2016,53,District of Columbia,Total,"3,282",344,33,37,9.5%,10.8%
2016,53,District of Columbia,Public,853,87,17,19,19.1%,22.1%
2016,53,District of Columbia,Private,"2,429",257,16,18,6.2%,6.9%
2016,53,District of Columbia,Priv. Manufacturing,36,4,0,0,0.0%,0.0%
2016,53,District of Columbia,Priv. Construction,64,7,1,1,10.1%,10.1%
2016,59,Florida,Total,"6,763","8,117",456,574,5.6%,7.1%
2016,59,Florida,Public,930,"1,099",278,336,25.3%,30.6%
2016,59,Florida,Private,"5,833","7,018",178,238,2.5%,3.4%
2016,59,Florida,Priv. Manufacturing,356,428,13,16,3.1%,3.6%
2016,59,Florida,Priv. Construction,398,490,15,19,3.1%,3.8%
2016,58,Georgia,Total,"3,585","4,250",164,210,3.9%,4.9%
2016,58,Georgia,Public,522,594,70,92,11.9%,15.5%
2016,58,Georgia,Private,"3,063","3,656",94,118,2.6%,3.2%
2016,58,Georgia,Priv. Manufacturing,395,465,14,15,3.0%,3.2%
2016,58,Georgia,Priv. Construction,201,248,8,8,3.1%,3.1%
2016,95,Hawaii,Total,"2,518",597,118,124,19.8%,20.8%
2016,95,Hawaii,Public,525,122,55,58,45.4%,47.6%
2016,95,Hawaii,Private,"1,993",475,63,66,13.2%,13.9%
2016,95,Hawaii,Priv. Manufacturing,63,15,1,1,5.2%,5.2%
2016,95,Hawaii,Priv. Construction,165,41,16,17,39.7%,41.5%
2016,82,Idaho,Total,"2,613",690,42,47,6.1%,6.7%
2016,82,Idaho,Public,396,102,19,22,18.7%,21.6%
2016,82,Idaho,Private,"2,217",588,23,24,3.9%,4.2%
2016,82,Idaho,Priv. Manufacturing,325,88,8,8,9.1%,9.3%
2016,82,Idaho,Priv. Construction,150,40,4,4,8.9%,8.9%
2016,33,Illinois,Total,"5,039","5,589",812,857,14.5%,15.3%
2016,33,Illinois,Public,618,670,333,353,49.7%,52.7%
2016,33,Illinois,Private,"4,421","4,918",479,503,9.7%,10.2%
2016,33,Illinois,Priv. Manufacturing,637,717,83,84,11.6%,11.7%
2016,33,Illinois,Priv. Construction,231,257,94,96,36.7%,37.2%
2016,32,Indiana,Total,"2,858","2,926",303,334,10.4%,11.4%
2016,32,Indiana,Public,363,366,101,117,27.7%,31.9%
2016,32,Indiana,Private,"2,495","2,560",202,217,7.9%,8.5%
2016,32,Indiana,Priv. Manufacturing,570,570,80,85,14.1%,14.9%
2016,32,Indiana,Priv. Construction,146,148,37,37,24.8%,24.8%
2016,42,Iowa,Total,"2,039","1,453",128,153,8.8%,10.5%
2016,42,Iowa,Public,318,224,66,81,29.3%,36.0%
2016,42,Iowa,Private,"1,721","1,229",63,72,5.1%,5.9%
2016,42,Iowa,Priv. Manufacturing,263,184,21,22,11.3%,11.8%
2016,42,Iowa,Priv. Construction,113,82,12,13,14.6%,15.8%
2016,47,Kansas,Total,"2,131","1,276",109,132,8.6%,10.3%
2016,47,Kansas,Public,351,203,46,58,22.8%,28.5%
2016,47,Kansas,Private,"1,780","1,073",63,74,5.9%,6.9%
2016,47,Kansas,Priv. Manufacturing,310,184,21,26,11.4%,14.3%
2016,47,Kansas,Priv. Construction,106,65,7,7,10.5%,10.5%
2016,61,Kentucky,Total,"1,932","1,708",190,228,11.1%,13.4%
2016,61,Kentucky,Public,311,269,57,69,21.2%,25.6%
2016,61,Kentucky,Private,"1,621","1,438",133,159,9.2%,11.1%
2016,61,Kentucky,Priv. Manufacturing,240,218,34,36,15.5%,16.7%
2016,61,Kentucky,Priv. Construction,109,96,20,20,20.4%,20.4%
2016,72,Louisiana,Total,"3,533","1,797",75,88,4.2%,4.9%
2016,72,Louisiana,Public,646,324,41,49,12.6%,15.2%
2016,72,Louisiana,Private,"2,887","1,474",34,39,2.3%,2.6%
2016,72,Louisiana,Priv. Manufacturing,280,143,10,11,6.9%,7.9%
2016,72,Louisiana,Priv. Construction,240,125,7,7,5.3%,5.3%
2016,11,Maine,Total,"1,409",568,65,77,11.4%,13.5%
2016,11,Maine,Public,235,90,43,52,48.0%,58.1%
2016,11,Maine,Private,"1,174",478,22,25,4.5%,5.1%
2016,11,Maine,Priv. Manufacturing,137,55,6,6,10.3%,11.7%
2016,11,Maine,Priv. Construction,55,22,1,1,4.7%,6.4%
2016,52,Maryland,Total,"2,331","2,817",309,347,11.0%,12.3%
2016,52,Maryland,Public,578,695,191,206,27.4%,29.7%
2016,52,Maryland,Private,"1,753","2,122",119,141,5.6%,6.6%
2016,52,Maryland,Priv. Manufacturing,98,116,4,4,3.9%,3.9%
2016,52,Maryland,Priv. Construction,146,181,23,28,12.7%,15.3%
2016,14,Massachusetts,Total,"3,687","3,162",382,407,12.1%,12.9%
2016,14,Massachusetts,Public,470,398,205,216,51.6%,54.2%
2016,14,Massachusetts,Private,"3,217","2,764",177,191,6.4%,6.9%
2016,14,Massachusetts,Priv. Manufacturing,362,301,22,22,7.2%,7.2%
2016,14,Massachusetts,Priv. Construction,174,147,21,23,14.5%,15.7%
2016,34,Michigan,Total,"3,706","4,197",607,651,14.5%,15.5%
2016,34,Michigan,Public,461,507,235,252,46.3%,49.7%
2016,34,Michigan,Private,"3,245","3,690",372,400,10.1%,10.8%
2016,34,Michigan,Priv. Manufacturing,756,855,134,137,15.7%,16.1%
2016,34,Michigan,Priv. Construction,154,172,32,32,18.8%,18.8%
2016,41,Minnesota,Total,"2,325","2,562",364,388,14.2%,15.1%
2016,41,Minnesota,Public,369,400,184,197,46.0%,49.3%
2016,41,Minnesota,Private,"1,956","2,162",180,191,8.3%,8.8%
2016,41,Minnesota,Priv. Manufacturing,385,420,42,45,9.9%,10.7%
2016,41,Minnesota,Priv. Construction,112,126,46,47,36.1%,37.2%
2016,64,Mississippi,Total,"2,747","1,108",73,89,6.6%,8.1%
2016,64,Mississippi,Public,572,225,30,35,13.3%,15.5%
2016,64,Mississippi,Private,"2,175",882,43,55,4.9%,6.2%
2016,64,Mississippi,Priv. Manufacturing,423,173,20,24,11.4%,13.7%
2016,64,Mississippi,Priv. Construction,125,51,4,4,7.1%,8.1%
2016,43,Missouri,Total,"2,398","2,716",262,290,9.6%,10.7%
2016,43,Missouri,Public,334,367,83,101,22.6%,27.5%
2016,43,Missouri,Private,"2,064","2,348",179,189,7.6%,8.0%
2016,43,Missouri,Priv. Manufacturing,275,314,54,56,17.3%,17.9%
2016,43,Missouri,Priv. Construction,127,144,40,40,27.8%,27.8%
2016,81,Montana,Total,"3,198",418,50,58,11.9%,13.9%
2016,81,Montana,Public,655,84,28,34,33.6%,40.4%
2016,81,Montana,Private,"2,543",334,22,24,6.4%,7.3%
2016,81,Montana,Priv. Manufacturing,180,24,4,4,16.9%,17.6%
2016,81,Montana,Priv. Construction,180,24,2,2,9.1%,9.7%
2016,46,Nebraska,Total,"2,260",876,64,74,7.4%,8.5%
2016,46,Nebraska,Public,341,128,37,42,29.0%,32.9%
2016,46,Nebraska,Private,"1,919",748,27,32,3.7%,4.3%
2016,46,Nebraska,Priv. Manufacturing,265,103,9,9,8.7%,8.7%
2016,46,Nebraska,Priv. Construction,128,53,4,4,8.4%,8.4%
2016,88,Nevada,Total,"2,029","1,214",146,182,12.0%,15.0%
2016,88,Nevada,Public,271,162,45,62,27.5%,38.5%
2016,88,Nevada,Private,"1,758","1,052",102,120,9.7%,11.4%
2016,88,Nevada,Priv. Manufacturing,84,49,2,3,4.7%,5.9%
2016,88,Nevada,Priv. Construction,132,81,13,13,16.7%,16.7%
2016,12,New Hampshire,Total,"2,572",668,63,74,9.4%,11.0%
2016,12,New Hampshire,Public,373,96,43,50,44.8%,52.6%
2016,12,New Hampshire,Private,"2,199",572,20,23,3.5%,4.1%
2016,12,New Hampshire,Priv. Manufacturing,358,92,1,1,1.4%,1.6%
2016,12,New Hampshire,Priv. Construction,121,33,3,3,9.5%,10.3%
2016,22,New Jersey,Total,"3,605","4,001",643,666,16.1%,16.6%
2016,22,New Jersey,Public,584,643,365,376,56.8%,58.4%
2016,22,New Jersey,Private,"3,021","3,358",278,290,8.3%,8.6%
2016,22,New Jersey,Priv. Manufacturing,315,342,19,19,5.4%,5.4%
2016,22,New Jersey,Priv. Construction,163,179,40,40,22.4%,22.4%
2016,85,New Mexico,Total,"2,785",784,49,64,6.3%,8.2%
2016,85,New Mexico,Public,676,188,33,43,17.5%,22.6%
2016,85,New Mexico,Private,"2,109",596,16,22,2.8%,3.7%
2016,85,New Mexico,Priv. Manufacturing,133,37,1,1,1.4%,2.7%
2016,85,New Mexico,Priv. Construction,161,47,2,2,3.8%,3.8%
2016,21,New York,Total,"6,683","8,231","1,941","2,075",23.6%,25.2%
2016,21,New York,Public,"1,155","1,379",928,968,67.3%,70.2%
2016,21,New York,Private,"5,528","6,852","1,014","1,107",14.8%,16.2%
2016,21,New York,Priv. Manufacturing,447,540,62,66,11.5%,12.2%
2016,21,New York,Priv. Construction,312,398,122,126,30.7%,31.6%
2016,56,North Carolina,Total,"3,705","4,230",129,174,3.0%,4.1%
2016,56,North Carolina,Public,530,587,67,85,11.4%,14.5%
2016,56,North Carolina,Private,"3,175","3,642",62,89,1.7%,2.4%
2016,56,North Carolina,Priv. Manufacturing,501,575,10,15,1.8%,2.7%
2016,56,North Carolina,Priv. Construction,204,242,8,8,3.2%,3.2%
2016,44,North Dakota,Total,"2,704",363,20,25,5.5%,6.9%
2016,44,North Dakota,Public,477,63,10,11,16.1%,17.9%
2016,44,North Dakota,Private,"2,227",300,10,14,3.3%,4.6%
2016,44,North Dakota,Priv. Manufacturing,176,23,2,3,9.0%,13.4%
2016,44,North Dakota,Priv. Construction,181,24,1,2,6.2%,7.8%
2016,31,Ohio,Total,"4,416","4,973",616,701,12.4%,14.1%
2016,31,Ohio,Public,597,664,287,316,43.2%,47.7%
2016,31,Ohio,Private,"3,819","4,309",330,385,7.6%,8.9%
2016,31,Ohio,Priv. Manufacturing,785,874,125,137,14.3%,15.7%
2016,31,Ohio,Priv. Construction,202,227,51,53,22.6%,23.2%
2016,73,Oklahoma,Total,"2,206","1,481",79,97,5.4%,6.5%
2016,73,Oklahoma,Public,434,280,40,48,14.4%,17.3%
2016,73,Oklahoma,Private,"1,772","1,200",39,49,3.3%,4.0%
2016,73,Oklahoma,Priv. Manufacturing,189,127,13,15,10.0%,12.1%
2016,73,Oklahoma,Priv. Construction,124,86,4,6,4.7%,6.8%
2016,92,Oregon,Total,"2,408","1,690",228,267,13.5%,15.8%
2016,92,Oregon,Public,338,233,117,125,50.3%,53.6%
2016,92,Oregon,Private,"2,070","1,457",110,142,7.6%,9.7%
2016,92,Oregon,Priv. Manufacturing,312,223,17,20,7.4%,8.9%
2016,92,Oregon,Priv. Construction,124,87,14,16,15.9%,18.2%
2016,23,Pennsylvania,Total,"4,934","5,690",687,725,12.1%,12.7%
2016,23,Pennsylvania,Public,555,626,312,328,49.8%,52.4%
2016,23,Pennsylvania,Private,"4,379","5,064",375,397,7.4%,7.8%
2016,23,Pennsylvania,Priv. Manufacturing,636,713,94,100,13.3%,14.0%
2016,23,Pennsylvania,Priv. Construction,242,271,46,47,17.1%,17.5%
2016,15,Rhode Island,Total,"1,600",482,74,82,15.4%,16.9%
2016,15,Rhode Island,Public,228,67,41,43,61.1%,63.8%
2016,15,Rhode Island,Private,"1,372",415,33,39,8.1%,9.3%
2016,15,Rhode Island,Priv. Manufacturing,187,55,3,4,6.1%,6.7%
2016,15,Rhode Island,Priv. Construction,63,19,3,3,17.2%,17.2%
2016,57,South Carolina,Total,"2,449","1,981",32,52,1.6%,2.6%
2016,57,South Carolina,Public,419,327,19,26,5.8%,8.0%
2016,57,South Carolina,Private,"2,030","1,654",13,26,0.8%,1.5%
2016,57,South Carolina,Priv. Manufacturing,343,277,2,6,0.8%,2.2%
2016,57,South Carolina,Priv. Construction,128,106,0,1,0.0%,0.8%
2016,45,South Dakota,Total,"1,970",378,20,26,5.2%,7.0%
2016,45,South Dakota,Public,328,62,12,15,18.6%,24.6%
2016,45,South Dakota,Private,"1,642",316,8,11,2.5%,3.5%
2016,45,South Dakota,Priv. Manufacturing,271,53,4,4,7.3%,8.1%
2016,45,South Dakota,Priv. Construction,90,18,0,0,0.9%,0.9%
2016,62,Tennessee,Total,"3,036","2,743",157,174,5.7%,6.3%
2016,62,Tennessee,Public,425,377,56,63,15.0%,16.6%
2016,62,Tennessee,Private,"2,611","2,366",101,111,4.3%,4.7%
2016,62,Tennessee,Priv. Manufacturing,410,361,30,32,8.4%,8.8%
2016,62,Tennessee,Priv. Construction,157,142,14,14,10.1%,10.1%
2016,74,Texas,Total,"9,216","11,457",462,606,4.0%,5.3%
2016,74,Texas,Public,"1,379","1,671",253,310,15.1%,18.5%
2016,74,Texas,Private,"7,837","9,786",209,296,2.1%,3.0%
2016,74,Texas,Priv. Manufacturing,789,985,24,37,2.5%,3.8%
2016,74,Texas,Priv. Construction,722,932,19,23,2.1%,2.5%
2016,87,Utah,Total,"2,679","1,320",62,79,4.7%,6.0%
2016,87,Utah,Public,425,204,36,44,17.4%,21.6%
2016,87,Utah,Private,"2,254","1,115",26,35,2.4%,3.1%
2016,87,Utah,Priv. Manufacturing,349,174,5,7,2.6%,4.2%
2016,87,Utah,Priv. Construction,174,87,3,3,3.5%,3.5%
2016,13,Vermont,Total,"2,356",290,33,37,11.5%,12.8%
2016,13,Vermont,Public,362,43,20,22,45.7%,50.6%
2016,13,Vermont,Private,"1,994",247,14,16,5.5%,6.3%
2016,13,Vermont,Priv. Manufacturing,296,37,2,2,4.3%,4.8%
2016,13,Vermont,Priv. Construction,96,12,1,1,5.7%,6.7%
2016,54,Virginia,Total,"3,156","3,748",160,226,4.3%,6.0%
2016,54,Virginia,Public,686,781,80,113,10.2%,14.5%
2016,54,Virginia,Private,"2,470","2,968",80,114,2.7%,3.8%
2016,54,Virginia,Priv. Manufacturing,222,262,16,21,6.1%,8.1%
2016,54,Virginia,Priv. Construction,167,203,11,16,5.5%,7.8%
2016,91,Washington,Total,"2,881","3,090",538,576,17.4%,18.6%
2016,91,Washington,Public,499,518,280,296,54.0%,57.1%
2016,91,Washington,Private,"2,382","2,573",259,281,10.0%,10.9%
2016,91,Washington,Priv. Manufacturing,320,342,74,78,21.6%,22.8%
2016,91,Washington,Priv. Construction,148,158,29,30,18.3%,19.0%
2016,55,West Virginia,Total,"3,084",668,79,88,11.8%,13.2%
2016,55,West Virginia,Public,658,138,32,37,22.8%,26.7%
2016,55,West Virginia,Private,"2,426",529,47,51,8.9%,9.6%
2016,55,West Virginia,Priv. Manufacturing,361,79,13,13,15.9%,16.4%
2016,55,West Virginia,Priv. Construction,130,29,5,6,18.0%,19.8%
2016,35,Wisconsin,Total,"2,533","2,695",218,243,8.1%,9.0%
2016,35,Wisconsin,Public,385,403,91,106,22.7%,26.3%
2016,35,Wisconsin,Private,"2,148","2,292",127,137,5.5%,6.0%
2016,35,Wisconsin,Priv. Manufacturing,466,486,54,56,11.0%,11.5%
2016,35,Wisconsin,Priv. Construction,114,113,31,34,27.7%,29.9%
2016,83,Wyoming,Total,"2,476",248,16,18,6.3%,7.3%
2016,83,Wyoming,Public,656,65,7,8,10.7%,12.6%
2016,83,Wyoming,Private,"1,820",183,9,10,4.7%,5.4%
2016,83,Wyoming,Priv. Manufacturing,107,11,0,1,4.5%,6.5%
2016,83,Wyoming,Priv. Construction,174,19,1,1,4.3%,4.3%
2017,63,Alabama,Total,"3,063","1,868",138,152,7.4%,8.1%
2017,63,Alabama,Public,510,300,67,74,22.3%,24.7%
2017,63,Alabama,Private,"2,553","1,568",71,78,4.5%,5.0%
2017,63,Alabama,Priv. Manufacturing,470,290,16,16,5.6%,5.6%
2017,63,Alabama,Priv. Construction,178,113,8,10,7.0%,9.1%
2017,94,Alaska,Total,"1,923",304,55,59,18.1%,19.4%
2017,94,Alaska,Public,525,82,36,38,43.6%,47.1%
2017,94,Alaska,Private,"1,398",222,19,21,8.7%,9.3%
2017,94,Alaska,Priv. Manufacturing,44,7,0,0,0.0%,0.0%
2017,94,Alaska,Priv. Construction,101,17,4,4,23.4%,23.4%
2017,86,Arizona,Total,"2,340","2,805",112,146,4.0%,5.2%
2017,86,Arizona,Public,338,401,68,86,16.9%,21.5%
2017,86,Arizona,Private,"2,002","2,404",44,59,1.8%,2.5%
2017,86,Arizona,Priv. Manufacturing,147,176,2,2,1.3%,1.3%
2017,86,Arizona,Priv. Construction,134,164,2,3,1.2%,1.9%
2017,71,Arkansas,Total,"2,908","1,208",62,74,5.1%,6.2%
2017,71,Arkansas,Public,507,212,23,27,10.6%,12.7%
2017,71,Arkansas,Private,"2,401",996,39,47,3.9%,4.8%
2017,71,Arkansas,Priv. Manufacturing,375,153,12,13,7.6%,8.7%
2017,71,Arkansas,Priv. Construction,151,61,2,2,2.5%,2.5%
2017,93,California,Total,"13,552","16,064","2,489","2,705",15.5%,16.8%
2017,93,California,Public,"2,149","2,489","1,368","1,451",55.0%,58.3%
2017,93,California,Private,"11,403","13,574","1,121","1,253",8.3%,9.2%
2017,93,California,Priv. Manufacturing,"1,335","1,588",99,110,6.2%,6.9%
2017,93,California,Priv. Construction,732,882,158,167,17.9%,18.9%
2017,84,Colorado,Total,"2,113","2,501",238,273,9.5%,10.9%
2017,84,Colorado,Public,373,422,92,109,21.7%,25.9%
2017,84,Colorado,Private,"1,740","2,079",147,164,7.1%,7.9%
2017,84,Colorado,Priv. Manufacturing,134,159,18,20,11.4%,12.7%
2017,84,Colorado,Priv. Construction,131,165,18,18,10.6%,10.6%
2017,16,Connecticut,Total,"1,747","1,645",279,296,17.0%,18.0%
2017,16,Connecticut,Public,284,258,171,172,66.2%,66.7%
2017,16,Connecticut,Private,"1,463","1,387",108,124,7.8%,8.9%
2017,16,Connecticut,Priv. Manufacturing,205,192,25,25,12.9%,12.9%
2017,16,Connecticut,Priv. Construction,88,82,12,12,14.4%,14.4%
2017,51,Delaware,Total,"1,761",421,45,48,10.8%,11.3%
2017,51,Delaware,Public,247,57,23,24,40.6%,41.7%
2017,51,Delaware,Private,"1,514",364,22,24,6.1%,6.6%
2017,51,Delaware,Priv. Manufacturing,149,34,4,4,10.9%,12.7%
2017,51,Delaware,Priv. Construction,123,29,4,5,14.9%,15.7%
2017,53,District of Columbia,Total,"3,167",347,34,40,9.7%,11.5%
2017,53,District of Columbia,Public,819,88,20,22,22.9%,25.4%
2017,53,District of Columbia,Private,"2,348",259,14,17,5.3%,6.7%
2017,53,District of Columbia,Priv. Manufacturing,39,5,0,0,2.8%,5.1%
2017,53,District of Columbia,Priv. Construction,82,9,1,1,11.2%,11.2%
2017,59,Florida,Total,"6,872","8,572",479,568,5.6%,6.6%
2017,59,Florida,Public,881,"1,087",277,311,25.5%,28.6%
2017,59,Florida,Private,"5,991","7,485",203,257,2.7%,3.4%
2017,59,Florida,Priv. Manufacturing,381,467,10,14,2.2%,3.0%
2017,59,Florida,Priv. Construction,417,527,27,28,5.0%,5.3%
2017,58,Georgia,Total,"3,665","4,339",173,217,4.0%,5.0%
2017,58,Georgia,Public,606,701,83,100,11.8%,14.3%
2017,58,Georgia,Private,"3,059","3,638",90,117,2.5%,3.2%
2017,58,Georgia,Priv. Manufacturing,396,463,17,21,3.7%,4.6%
2017,58,Georgia,Priv. Construction,195,246,14,14,5.9%,5.9%
2017,95,Hawaii,Total,"2,495",605,129,138,21.3%,22.9%
2017,95,Hawaii,Public,503,118,55,60,46.6%,50.8%
2017,95,Hawaii,Private,"1,992",487,74,78,15.2%,16.1%
2017,95,Hawaii,Priv. Manufacturing,59,15,1,2,7.0%,10.0%
2017,95,Hawaii,Priv. Construction,178,45,16,16,35.6%,36.1%
2017,82,Idaho,Total,"2,635",723,35,42,4.8%,5.8%
2017,82,Idaho,Public,399,109,16,19,14.3%,17.6%
2017,82,Idaho,Private,"2,236",614,19,22,3.1%,3.7%
2017,82,Idaho,Priv. Manufacturing,320,88,6,7,6.8%,7.6%
2017,82,Idaho,Priv. Construction,157,44,2,3,5.5%,7.0%
2017,33,Illinois,Total,"4,802","5,521",828,873,15.0%,15.8%
2017,33,Illinois,Public,627,703,358,371,50.9%,52.8%
2017,33,Illinois,Private,"4,175","4,818",470,502,9.8%,10.4%
2017,33,Illinois,Priv. Manufacturing,638,736,74,85,10.0%,11.5%
2017,33,Illinois,Priv. Construction,185,213,88,88,41.0%,41.4%
2017,32,Indiana,Total,"2,879","2,988",266,289,8.9%,9.7%
2017,32,Indiana,Public,336,340,94,99,27.7%,29.2%
2017,32,Indiana,Private,"2,543","2,648",172,190,6.5%,7.2%
2017,32,Indiana,Priv. Manufacturing,562,575,78,84,13.5%,14.7%
2017,32,Indiana,Priv. Construction,131,134,22,26,16.2%,19.0%
2017,42,Iowa,Total,"2,041","1,475",104,127,7.0%,8.6%
2017,42,Iowa,Public,347,251,54,71,21.4%,28.4%
2017,42,Iowa,Private,"1,694","1,224",50,56,4.1%,4.6%
2017,42,Iowa,Priv. Manufacturing,293,212,20,21,9.3%,10.0%
2017,42,Iowa,Priv. Construction,105,77,12,12,16.0%,16.0%
2017,47,Kansas,Total,"2,153","1,296",101,131,7.8%,10.1%
2017,47,Kansas,Public,371,216,38,55,17.8%,25.4%
2017,47,Kansas,Private,"1,782","1,081",62,76,5.8%,7.0%
2017,47,Kansas,Priv. Manufacturing,321,194,24,34,12.3%,17.4%
2017,47,Kansas,Priv. Construction,121,76,11,11,14.2%,14.9%
2017,61,Kentucky,Total,"2,014","1,809",175,233,9.7%,12.9%
2017,61,Kentucky,Public,314,273,52,70,19.0%,25.8%
2017,61,Kentucky,Private,"1,700","1,536",123,162,8.0%,10.6%
2017,61,Kentucky,Priv. Manufacturing,264,240,32,41,13.4%,16.9%
2017,61,Kentucky,Priv. Construction,114,104,17,20,16.7%,19.1%
2017,72,Louisiana,Total,"3,383","1,780",78,96,4.4%,5.4%
2017,72,Louisiana,Public,576,293,36,43,12.1%,14.6%
2017,72,Louisiana,Private,"2,807","1,487",42,53,2.8%,3.6%
2017,72,Louisiana,Priv. Manufacturing,248,133,9,12,6.6%,8.8%
2017,72,Louisiana,Priv. Construction,251,137,7,7,5.0%,5.3%
2017,11,Maine,Total,"1,422",577,66,81,11.4%,14.0%
2017,11,Maine,Public,214,84,41,52,48.2%,61.2%
2017,11,Maine,Private,"1,208",493,25,29,5.1%,6.0%
2017,11,Maine,Priv. Manufacturing,129,51,8,8,15.7%,16.7%
2017,11,Maine,Priv. Construction,66,28,0,0,0.0%,0.0%
2017,52,Maryland,Total,"2,239","2,769",298,324,10.7%,11.7%
2017,52,Maryland,Public,570,694,195,213,28.1%,30.6%
2017,52,Maryland,Private,"1,669","2,075",103,112,4.9%,5.4%
2017,52,Maryland,Priv. Manufacturing,71,85,12,12,14.6%,14.6%
2017,52,Maryland,Priv. Construction,134,167,16,17,9.5%,10.0%
2017,14,Massachusetts,Total,"3,798","3,233",400,431,12.4%,13.3%
2017,14,Massachusetts,Public,506,432,235,243,54.5%,56.3%
2017,14,Massachusetts,Private,"3,292","2,801",165,188,5.9%,6.7%
2017,14,Massachusetts,Priv. Manufacturing,351,291,18,25,6.3%,8.6%
2017,14,Massachusetts,Priv. Construction,189,161,27,27,16.8%,16.8%
2017,34,Michigan,Total,"3,700","4,230",659,712,15.6%,16.8%
2017,34,Michigan,Public,460,514,240,267,46.7%,51.9%
2017,34,Michigan,Private,"3,240","3,716",420,445,11.3%,12.0%
2017,34,Michigan,Priv. Manufacturing,731,832,149,157,17.9%,18.8%
2017,34,Michigan,Priv. Construction,156,177,46,46,25.9%,25.9%
2017,41,Minnesota,Total,"2,393","2,696",411,428,15.2%,15.9%
2017,41,Minnesota,Public,325,360,195,196,54.0%,54.5%
2017,41,Minnesota,Private,"2,068","2,335",216,232,9.2%,9.9%
2017,41,Minnesota,Priv. Manufacturing,357,399,49,52,12.3%,12.9%
2017,41,Minnesota,Priv. Construction,130,151,48,48,31.7%,31.7%
2017,64,Mississippi,Total,"2,720","1,109",59,77,5.3%,7.0%
2017,64,Mississippi,Public,532,214,28,35,13.0%,16.2%
2017,64,Mississippi,Private,"2,188",895,31,43,3.5%,4.8%
2017,64,Mississippi,Priv. Manufacturing,377,152,16,21,10.5%,13.8%
2017,64,Mississippi,Priv. Construction,122,50,1,1,2.3%,2.3%
2017,43,Missouri,Total,"2,404","2,618",226,265,8.6%,10.1%
2017,43,Missouri,Public,346,371,57,80,15.3%,21.5%
2017,43,Missouri,Private,"2,058","2,248",169,185,7.5%,8.2%
2017,43,Missouri,Priv. Manufacturing,280,299,44,47,14.9%,15.9%
2017,43,Missouri,Priv. Construction,164,179,59,59,32.8%,32.8%
2017,81,Montana,Total,"3,009",419,50,57,11.8%,13.6%
2017,81,Montana,Public,666,90,30,35,34.0%,38.7%
2017,81,Montana,Private,"2,343",330,19,22,5.8%,6.8%
2017,81,Montana,Priv. Manufacturing,155,22,3,3,12.8%,14.5%
2017,81,Montana,Priv. Construction,181,26,3,4,12.9%,15.0%
2017,46,Nebraska,Total,"2,168",859,70,78,8.1%,9.1%
2017,46,Nebraska,Public,340,132,38,44,28.7%,32.9%
2017,46,Nebraska,Private,"1,828",727,32,34,4.4%,4.7%
2017,46,Nebraska,Priv. Manufacturing,269,106,13,13,12.2%,12.2%
2017,46,Nebraska,Priv. Construction,114,47,3,4,7.0%,8.0%
2017,88,Nevada,Total,"2,099","1,291",164,189,12.7%,14.6%
2017,88,Nevada,Public,269,163,55,69,33.7%,42.7%
2017,88,Nevada,Private,"1,830","1,128",110,119,9.7%,10.6%
2017,88,Nevada,Priv. Manufacturing,99,60,4,4,6.8%,6.8%
2017,88,Nevada,Priv. Construction,153,98,17,17,17.4%,17.4%
2017,12,New Hampshire,Total,"2,428",642,72,83,11.2%,13.0%
2017,12,New Hampshire,Public,376,98,47,56,48.1%,56.9%
2017,12,New Hampshire,Private,"2,052",544,25,28,4.6%,5.1%
2017,12,New Hampshire,Priv. Manufacturing,344,89,3,3,3.4%,3.8%
2017,12,New Hampshire,Priv. Construction,120,33,4,4,12.3%,12.3%
2017,22,New Jersey,Total,"3,371","3,898",629,664,16.1%,17.0%
